fecha,metrica,tipo_credito,valor
2017-04-30,mora_120d,total,2.236343
2017-04-30,mora_30d,total,3.663261
2017-04-30,mora_60d,total,3.000325
2017-04-30,mora_90d,total,2.574055
2017-04-30,morosidad_contable,total,3.000000
2017-04-30,morosidad_publicada,total,3.058857
2017-05-31,deudores,consumo,3373674.000000
2017-05-31,morosidad_publicada,consumo,3.927641
2017-05-31,deudores,corporativo,730.000000
2017-05-31,morosidad_publicada,corporativo,0.028977
2017-05-31,deudores,grandes_empresas,2915.000000
2017-05-31,morosidad_publicada,grandes_empresas,1.286186
2017-05-31,deudores,hipotecario,210972.000000
2017-05-31,morosidad_publicada,hipotecario,2.563721
2017-05-31,deudores,medianas_empresas,29006.000000
2017-05-31,morosidad_publicada,medianas_empresas,7.016937
2017-05-31,deudores,microempresas,598240.000000
2017-05-31,morosidad_publicada,microempresas,3.497352
2017-05-31,deudores,pequenas_empresas,239727.000000
2017-05-31,morosidad_publicada,pequenas_empresas,9.306010
2017-05-31,deudores,total,4191911.000000
2017-05-31,mora_120d,total,2.340137
2017-05-31,mora_30d,total,3.720840
2017-05-31,mora_60d,total,3.123368
2017-05-31,mora_90d,total,2.699534
2017-05-31,morosidad_contable,total,3.150000
2017-05-31,morosidad_publicada,total,3.146584
2017-06-30,deudores,consumo,3369463.000000
2017-06-30,morosidad_publicada,consumo,3.685705
2017-06-30,deudores,corporativo,747.000000
2017-06-30,morosidad_publicada,corporativo,0.031769
2017-06-30,deudores,grandes_empresas,2882.000000
2017-06-30,morosidad_publicada,grandes_empresas,1.157225
2017-06-30,deudores,hipotecario,211468.000000
2017-06-30,morosidad_publicada,hipotecario,2.567785
2017-06-30,deudores,medianas_empresas,29264.000000
2017-06-30,morosidad_publicada,medianas_empresas,6.930226
2017-06-30,deudores,microempresas,606707.000000
2017-06-30,morosidad_publicada,microempresas,3.440081
2017-06-30,deudores,pequenas_empresas,241481.000000
2017-06-30,morosidad_publicada,pequenas_empresas,9.171924
2017-06-30,deudores,total,4197167.000000
2017-06-30,mora_120d,total,2.360748
2017-06-30,mora_30d,total,3.761807
2017-06-30,mora_60d,total,3.087742
2017-06-30,mora_90d,total,2.667908
2017-06-30,morosidad_contable,total,3.090000
2017-06-30,morosidad_publicada,total,3.089071
2017-07-31,deudores,consumo,3349267.000000
2017-07-31,morosidad_publicada,consumo,3.661005
2017-07-31,deudores,corporativo,756.000000
2017-07-31,morosidad_publicada,corporativo,0.033517
2017-07-31,deudores,grandes_empresas,2888.000000
2017-07-31,morosidad_publicada,grandes_empresas,1.295839
2017-07-31,deudores,hipotecario,211835.000000
2017-07-31,morosidad_publicada,hipotecario,2.616393
2017-07-31,deudores,medianas_empresas,29197.000000
2017-07-31,morosidad_publicada,medianas_empresas,7.134147
2017-07-31,deudores,microempresas,606972.000000
2017-07-31,morosidad_publicada,microempresas,3.530246
2017-07-31,deudores,pequenas_empresas,241834.000000
2017-07-31,morosidad_publicada,pequenas_empresas,9.316128
2017-07-31,deudores,total,4179304.000000
2017-07-31,mora_120d,total,2.352363
2017-07-31,mora_30d,total,3.772782
2017-07-31,mora_60d,total,3.118912
2017-07-31,mora_90d,total,2.672288
2017-07-31,morosidad_contable,total,3.120000
2017-07-31,morosidad_publicada,total,3.115320
2017-08-31,deudores,consumo,3344252.000000
2017-08-31,morosidad_publicada,consumo,3.754464
2017-08-31,deudores,corporativo,745.000000
2017-08-31,morosidad_publicada,corporativo,0.032495
2017-08-31,deudores,grandes_empresas,2870.000000
2017-08-31,morosidad_publicada,grandes_empresas,1.095317
2017-08-31,deudores,hipotecario,212355.000000
2017-08-31,morosidad_publicada,hipotecario,2.625616
2017-08-31,deudores,medianas_empresas,29296.000000
2017-08-31,morosidad_publicada,medianas_empresas,7.253045
2017-08-31,deudores,microempresas,613352.000000
2017-08-31,morosidad_publicada,microempresas,3.434648
2017-08-31,deudores,pequenas_empresas,242503.000000
2017-08-31,morosidad_publicada,pequenas_empresas,9.279442
2017-08-31,deudores,total,4181683.000000
2017-08-31,mora_120d,total,2.412947
2017-08-31,mora_30d,total,3.801059
2017-08-31,mora_60d,total,3.148917
2017-08-31,mora_90d,total,2.697347
2017-08-31,morosidad_contable,total,3.110000
2017-08-31,morosidad_publicada,total,3.111883
2017-09-30,deudores,consumo,3330733.000000
2017-09-30,morosidad_publicada,consumo,3.680061
2017-09-30,deudores,corporativo,774.000000
2017-09-30,morosidad_publicada,corporativo,0.040190
2017-09-30,deudores,grandes_empresas,2877.000000
2017-09-30,morosidad_publicada,grandes_empresas,1.111945
2017-09-30,deudores,hipotecario,213170.000000
2017-09-30,morosidad_publicada,hipotecario,2.651499
2017-09-30,deudores,medianas_empresas,29431.000000
2017-09-30,morosidad_publicada,medianas_empresas,7.080069
2017-09-30,deudores,microempresas,623426.000000
2017-09-30,morosidad_publicada,microempresas,3.121078
2017-09-30,deudores,pequenas_empresas,240367.000000
2017-09-30,morosidad_publicada,pequenas_empresas,9.173688
2017-09-30,deudores,total,4176876.000000
2017-09-30,mora_120d,total,2.350122
2017-09-30,mora_30d,total,3.717819
2017-09-30,mora_60d,total,3.075541
2017-09-30,mora_90d,total,2.652181
2017-09-30,morosidad_contable,total,3.080000
2017-09-30,morosidad_publicada,total,3.080539
2017-10-31,deudores,consumo,3332647.000000
2017-10-31,morosidad_publicada,consumo,3.794297
2017-10-31,deudores,corporativo,778.000000
2017-10-31,morosidad_publicada,corporativo,0.037285
2017-10-31,deudores,grandes_empresas,2875.000000
2017-10-31,morosidad_publicada,grandes_empresas,1.073353
2017-10-31,deudores,hipotecario,215143.000000
2017-10-31,morosidad_publicada,hipotecario,2.758447
2017-10-31,deudores,medianas_empresas,29466.000000
2017-10-31,morosidad_publicada,medianas_empresas,7.231523
2017-10-31,deudores,microempresas,632890.000000
2017-10-31,morosidad_publicada,microempresas,3.374326
2017-10-31,deudores,pequenas_empresas,242822.000000
2017-10-31,morosidad_publicada,pequenas_empresas,9.221319
2017-10-31,deudores,total,4190967.000000
2017-10-31,mora_120d,total,2.368352
2017-10-31,mora_30d,total,3.801586
2017-10-31,mora_60d,total,3.131424
2017-10-31,mora_90d,total,2.697320
2017-10-31,morosidad_contable,total,3.140000
2017-10-31,morosidad_publicada,total,3.138309
2017-11-30,deudores,consumo,3336036.000000
2017-11-30,morosidad_publicada,consumo,3.819896
2017-11-30,deudores,corporativo,788.000000
2017-11-30,morosidad_publicada,corporativo,0.039488
2017-11-30,deudores,grandes_empresas,2861.000000
2017-11-30,morosidad_publicada,grandes_empresas,1.164152
2017-11-30,deudores,hipotecario,215764.000000
2017-11-30,morosidad_publicada,hipotecario,2.785714
2017-11-30,deudores,medianas_empresas,29668.000000
2017-11-30,morosidad_publicada,medianas_empresas,7.109501
2017-11-30,deudores,microempresas,644081.000000
2017-11-30,morosidad_publicada,microempresas,3.252462
2017-11-30,deudores,pequenas_empresas,243903.000000
2017-11-30,morosidad_publicada,pequenas_empresas,9.102402
2017-11-30,deudores,total,4206210.000000
2017-11-30,mora_120d,total,2.388032
2017-11-30,mora_30d,total,3.794221
2017-11-30,mora_60d,total,3.145455
2017-11-30,mora_90d,total,2.686239
2017-11-30,morosidad_contable,total,3.120000
2017-11-30,morosidad_publicada,total,3.121070
2017-12-31,deudores,consumo,3350614.000000
2017-12-31,morosidad_publicada,consumo,3.636142
2017-12-31,deudores,corporativo,773.000000
2017-12-31,morosidad_publicada,corporativo,0.049169
2017-12-31,deudores,grandes_empresas,2844.000000
2017-12-31,morosidad_publicada,grandes_empresas,1.013750
2017-12-31,deudores,hipotecario,216184.000000
2017-12-31,morosidad_publicada,hipotecario,2.764439
2017-12-31,deudores,medianas_empresas,29559.000000
2017-12-31,morosidad_publicada,medianas_empresas,7.097476
2017-12-31,deudores,microempresas,651207.000000
2017-12-31,morosidad_publicada,microempresas,3.224909
2017-12-31,deudores,pequenas_empresas,243935.000000
2017-12-31,morosidad_publicada,pequenas_empresas,9.003761
2017-12-31,deudores,total,4226800.000000
2017-12-31,mora_120d,total,2.304688
2017-12-31,mora_30d,total,3.604091
2017-12-31,mora_60d,total,3.024384
2017-12-31,mora_90d,total,2.625463
2017-12-31,morosidad_contable,total,3.040000
2017-12-31,morosidad_publicada,total,3.040346
2018-01-31,deudores,consumo,3341716.000000
2018-01-31,morosidad_publicada,consumo,3.733010
2018-01-31,deudores,corporativo,815.000000
2018-01-31,morosidad_publicada,corporativo,0.065276
2018-01-31,deudores,grandes_empresas,3003.000000
2018-01-31,morosidad_publicada,grandes_empresas,0.959291
2018-01-31,deudores,hipotecario,216301.000000
2018-01-31,morosidad_publicada,hipotecario,2.858514
2018-01-31,deudores,medianas_empresas,29726.000000
2018-01-31,morosidad_publicada,medianas_empresas,7.500447
2018-01-31,deudores,microempresas,656359.000000
2018-01-31,morosidad_publicada,microempresas,3.213764
2018-01-31,deudores,pequenas_empresas,244157.000000
2018-01-31,morosidad_publicada,pequenas_empresas,9.192331
2018-01-31,deudores,total,4224640.000000
2018-01-31,mora_120d,total,2.427308
2018-01-31,mora_30d,total,3.699682
2018-01-31,mora_60d,total,3.144851
2018-01-31,mora_90d,total,2.707439
2018-01-31,morosidad_contable,total,3.120000
2018-01-31,morosidad_publicada,total,3.124751
2018-02-28,deudores,consumo,3340011.000000
2018-02-28,morosidad_publicada,consumo,3.698747
2018-02-28,deudores,corporativo,799.000000
2018-02-28,morosidad_publicada,corporativo,0.344420
2018-02-28,deudores,grandes_empresas,3046.000000
2018-02-28,morosidad_publicada,grandes_empresas,1.222833
2018-02-28,deudores,hipotecario,216815.000000
2018-02-28,morosidad_publicada,hipotecario,2.897753
2018-02-28,deudores,medianas_empresas,29850.000000
2018-02-28,morosidad_publicada,medianas_empresas,7.506782
2018-02-28,deudores,microempresas,666078.000000
2018-02-28,morosidad_publicada,microempresas,3.294558
2018-02-28,deudores,pequenas_empresas,245397.000000
2018-02-28,morosidad_publicada,pequenas_empresas,9.358219
2018-02-28,deudores,total,4233680.000000
2018-02-28,mora_120d,total,2.447146
2018-02-28,mora_30d,total,3.753734
2018-02-28,mora_60d,total,3.148689
2018-02-28,mora_90d,total,2.729581
2018-02-28,morosidad_contable,total,3.240000
2018-02-28,morosidad_publicada,total,3.240991
2018-03-31,deudores,consumo,3338761.000000
2018-03-31,morosidad_publicada,consumo,3.503744
2018-03-31,deudores,corporativo,815.000000
2018-03-31,morosidad_publicada,corporativo,0.065611
2018-03-31,deudores,grandes_empresas,3054.000000
2018-03-31,morosidad_publicada,grandes_empresas,1.151986
2018-03-31,deudores,hipotecario,217278.000000
2018-03-31,morosidad_publicada,hipotecario,2.849020
2018-03-31,deudores,medianas_empresas,30100.000000
2018-03-31,morosidad_publicada,medianas_empresas,7.357417
2018-03-31,deudores,microempresas,675920.000000
2018-03-31,morosidad_publicada,microempresas,3.439980
2018-03-31,deudores,pequenas_empresas,245978.000000
2018-03-31,morosidad_publicada,pequenas_empresas,9.137702
2018-03-31,deudores,total,4242647.000000
2018-03-31,mora_120d,total,2.336690
2018-03-31,mora_30d,total,3.641528
2018-03-31,mora_60d,total,3.042451
2018-03-31,mora_90d,total,2.623420
2018-03-31,morosidad_contable,total,3.070000
2018-03-31,morosidad_publicada,total,3.070066
2018-04-30,deudores,consumo,3346509.000000
2018-04-30,morosidad_publicada,consumo,3.533173
2018-04-30,deudores,corporativo,801.000000
2018-04-30,morosidad_publicada,corporativo,0.051097
2018-04-30,deudores,grandes_empresas,3073.000000
2018-04-30,morosidad_publicada,grandes_empresas,1.224714
2018-04-30,deudores,hipotecario,217853.000000
2018-04-30,morosidad_publicada,hipotecario,2.891477
2018-04-30,deudores,medianas_empresas,30264.000000
2018-04-30,morosidad_publicada,medianas_empresas,7.489221
2018-04-30,deudores,microempresas,682099.000000
2018-04-30,morosidad_publicada,microempresas,3.612407
2018-04-30,deudores,pequenas_empresas,247289.000000
2018-04-30,morosidad_publicada,pequenas_empresas,9.273741
2018-04-30,deudores,total,4257490.000000
2018-04-30,mora_120d,total,2.348102
2018-04-30,mora_30d,total,3.694891
2018-04-30,mora_60d,total,3.117505
2018-04-30,mora_90d,total,2.652269
2018-04-30,morosidad_contable,total,3.110000
2018-04-30,morosidad_publicada,total,3.108441
2018-05-31,deudores,consumo,3370366.000000
2018-05-31,morosidad_publicada,consumo,3.641905
2018-05-31,deudores,corporativo,783.000000
2018-05-31,morosidad_publicada,corporativo,0.050190
2018-05-31,deudores,grandes_empresas,3083.000000
2018-05-31,morosidad_publicada,grandes_empresas,1.249485
2018-05-31,deudores,hipotecario,218677.000000
2018-05-31,morosidad_publicada,hipotecario,2.947415
2018-05-31,deudores,medianas_empresas,30480.000000
2018-05-31,morosidad_publicada,medianas_empresas,7.490547
2018-05-31,deudores,microempresas,683885.000000
2018-05-31,morosidad_publicada,microempresas,3.621793
2018-05-31,deudores,pequenas_empresas,248689.000000
2018-05-31,morosidad_publicada,pequenas_empresas,9.313203
2018-05-31,deudores,total,4283721.000000
2018-05-31,mora_120d,total,2.373533
2018-05-31,mora_30d,total,3.728662
2018-05-31,mora_60d,total,3.086247
2018-05-31,mora_90d,total,2.693373
2018-05-31,morosidad_contable,total,3.140000
2018-05-31,morosidad_publicada,total,3.139127
2018-06-30,deudores,consumo,3379254.000000
2018-06-30,morosidad_publicada,consumo,3.438181
2018-06-30,deudores,corporativo,837.000000
2018-06-30,morosidad_publicada,corporativo,0.046147
2018-06-30,deudores,grandes_empresas,3066.000000
2018-06-30,morosidad_publicada,grandes_empresas,1.245013
2018-06-30,deudores,hipotecario,219617.000000
2018-06-30,morosidad_publicada,hipotecario,2.870914
2018-06-30,deudores,medianas_empresas,30520.000000
2018-06-30,morosidad_publicada,medianas_empresas,7.434381
2018-06-30,deudores,microempresas,685633.000000
2018-06-30,morosidad_publicada,microempresas,3.807909
2018-06-30,deudores,pequenas_empresas,249236.000000
2018-06-30,morosidad_publicada,pequenas_empresas,9.403682
2018-06-30,deudores,total,4294624.000000
2018-06-30,mora_120d,total,2.351612
2018-06-30,mora_30d,total,3.663506
2018-06-30,mora_60d,total,3.077862
2018-06-30,mora_90d,total,2.649891
2018-06-30,morosidad_contable,total,3.100000
2018-06-30,morosidad_publicada,total,3.104207
2018-07-31,deudores,consumo,3363159.000000
2018-07-31,morosidad_publicada,consumo,3.453396
2018-07-31,deudores,corporativo,799.000000
2018-07-31,morosidad_publicada,corporativo,0.020610
2018-07-31,deudores,grandes_empresas,3107.000000
2018-07-31,morosidad_publicada,grandes_empresas,1.380976
2018-07-31,deudores,hipotecario,220112.000000
2018-07-31,morosidad_publicada,hipotecario,2.953095
2018-07-31,deudores,medianas_empresas,30493.000000
2018-07-31,morosidad_publicada,medianas_empresas,7.851114
2018-07-31,deudores,microempresas,683951.000000
2018-07-31,morosidad_publicada,microempresas,3.760408
2018-07-31,deudores,pequenas_empresas,249500.000000
2018-07-31,morosidad_publicada,pequenas_empresas,9.507262
2018-07-31,deudores,total,4278349.000000
2018-07-31,mora_120d,total,2.385614
2018-07-31,mora_30d,total,3.709632
2018-07-31,mora_60d,total,3.126679
2018-07-31,mora_90d,total,2.704384
2018-07-31,morosidad_contable,total,3.180000
2018-07-31,morosidad_publicada,total,3.183440
2018-08-31,deudores,consumo,3378031.000000
2018-08-31,morosidad_publicada,consumo,3.468530
2018-08-31,deudores,corporativo,799.000000
2018-08-31,morosidad_publicada,corporativo,0.029667
2018-08-31,deudores,grandes_empresas,3089.000000
2018-08-31,morosidad_publicada,grandes_empresas,1.383145
2018-08-31,deudores,hipotecario,220967.000000
2018-08-31,morosidad_publicada,hipotecario,2.952058
2018-08-31,deudores,medianas_empresas,30612.000000
2018-08-31,morosidad_publicada,medianas_empresas,8.147256
2018-08-31,deudores,microempresas,685136.000000
2018-08-31,morosidad_publicada,microempresas,4.086742
2018-08-31,deudores,pequenas_empresas,248627.000000
2018-08-31,morosidad_publicada,pequenas_empresas,9.361249
2018-08-31,deudores,total,4293416.000000
2018-08-31,mora_120d,total,2.443366
2018-08-31,mora_30d,total,3.799553
2018-08-31,mora_60d,total,3.133498
2018-08-31,mora_90d,total,2.734875
2018-08-31,morosidad_contable,total,3.230000
2018-08-31,morosidad_publicada,total,3.225807
2018-09-30,deudores,consumo,3387324.000000
2018-09-30,morosidad_publicada,consumo,3.048579
2018-09-30,deudores,corporativo,817.000000
2018-09-30,morosidad_publicada,corporativo,0.037912
2018-09-30,deudores,grandes_empresas,3061.000000
2018-09-30,morosidad_publicada,grandes_empresas,1.370165
2018-09-30,deudores,hipotecario,221792.000000
2018-09-30,morosidad_publicada,hipotecario,2.896829
2018-09-30,deudores,medianas_empresas,30937.000000
2018-09-30,morosidad_publicada,medianas_empresas,7.665303
2018-09-30,deudores,microempresas,678061.000000
2018-09-30,morosidad_publicada,microempresas,3.704184
2018-09-30,deudores,pequenas_empresas,250275.000000
2018-09-30,morosidad_publicada,pequenas_empresas,9.364221
2018-09-30,deudores,total,4298726.000000
2018-09-30,mora_120d,total,2.333133
2018-09-30,mora_30d,total,3.619912
2018-09-30,mora_60d,total,3.039836
2018-09-30,mora_90d,total,2.632564
2018-09-30,morosidad_contable,total,3.070000
2018-09-30,morosidad_publicada,total,3.069416
2018-10-31,deudores,consumo,3406528.000000
2018-10-31,morosidad_publicada,consumo,3.080223
2018-10-31,deudores,corporativo,778.000000
2018-10-31,morosidad_publicada,corporativo,0.017458
2018-10-31,deudores,grandes_empresas,3045.000000
2018-10-31,morosidad_publicada,grandes_empresas,1.305364
2018-10-31,deudores,hipotecario,222724.000000
2018-10-31,morosidad_publicada,hipotecario,3.019327
2018-10-31,deudores,medianas_empresas,31173.000000
2018-10-31,morosidad_publicada,medianas_empresas,7.846172
2018-10-31,deudores,microempresas,675434.000000
2018-10-31,morosidad_publicada,microempresas,3.688972
2018-10-31,deudores,pequenas_empresas,251641.000000
2018-10-31,morosidad_publicada,pequenas_empresas,9.334113
2018-10-31,deudores,total,4316311.000000
2018-10-31,mora_120d,total,2.374003
2018-10-31,mora_30d,total,3.628651
2018-10-31,mora_60d,total,3.076643
2018-10-31,mora_90d,total,2.663908
2018-10-31,morosidad_contable,total,3.100000
2018-10-31,morosidad_publicada,total,3.097382
2018-11-30,deudores,consumo,3388182.000000
2018-11-30,morosidad_publicada,consumo,3.069163
2018-11-30,deudores,corporativo,775.000000
2018-11-30,morosidad_publicada,corporativo,0.021556
2018-11-30,deudores,grandes_empresas,3042.000000
2018-11-30,morosidad_publicada,grandes_empresas,1.297139
2018-11-30,deudores,hipotecario,223794.000000
2018-11-30,morosidad_publicada,hipotecario,2.991382
2018-11-30,deudores,medianas_empresas,31463.000000
2018-11-30,morosidad_publicada,medianas_empresas,7.746667
2018-11-30,deudores,microempresas,676568.000000
2018-11-30,morosidad_publicada,microempresas,3.429278
2018-11-30,deudores,pequenas_empresas,252723.000000
2018-11-30,morosidad_publicada,pequenas_empresas,9.180819
2018-11-30,deudores,total,4300984.000000
2018-11-30,mora_120d,total,2.374924
2018-11-30,mora_30d,total,3.663724
2018-11-30,mora_60d,total,3.063106
2018-11-30,mora_90d,total,2.658327
2018-11-30,morosidad_contable,total,3.070000
2018-11-30,morosidad_publicada,total,3.074074
2018-12-31,deudores,consumo,3400955.000000
2018-12-31,morosidad_publicada,consumo,2.946239
2018-12-31,deudores,corporativo,736.000000
2018-12-31,morosidad_publicada,corporativo,0.014957
2018-12-31,deudores,grandes_empresas,3040.000000
2018-12-31,morosidad_publicada,grandes_empresas,1.250019
2018-12-31,deudores,hipotecario,224392.000000
2018-12-31,morosidad_publicada,hipotecario,3.006975
2018-12-31,deudores,medianas_empresas,31687.000000
2018-12-31,morosidad_publicada,medianas_empresas,7.404977
2018-12-31,deudores,microempresas,672824.000000
2018-12-31,morosidad_publicada,microempresas,3.521566
2018-12-31,deudores,pequenas_empresas,252233.000000
2018-12-31,morosidad_publicada,pequenas_empresas,8.836580
2018-12-31,deudores,total,4309398.000000
2018-12-31,mora_120d,total,2.240611
2018-12-31,mora_30d,total,3.496203
2018-12-31,mora_60d,total,2.954632
2018-12-31,mora_90d,total,2.547627
2018-12-31,morosidad_contable,total,2.950000
2018-12-31,morosidad_publicada,total,2.950788
2019-01-31,deudores,consumo,3391298.000000
2019-01-31,morosidad_publicada,consumo,2.975948
2019-01-31,deudores,corporativo,775.000000
2019-01-31,morosidad_publicada,corporativo,0.029226
2019-01-31,deudores,grandes_empresas,3110.000000
2019-01-31,morosidad_publicada,grandes_empresas,1.315783
2019-01-31,deudores,hipotecario,224854.000000
2019-01-31,morosidad_publicada,hipotecario,3.046855
2019-01-31,deudores,medianas_empresas,31895.000000
2019-01-31,morosidad_publicada,medianas_empresas,7.705694
2019-01-31,deudores,microempresas,670763.000000
2019-01-31,morosidad_publicada,microempresas,3.585826
2019-01-31,deudores,pequenas_empresas,252474.000000
2019-01-31,morosidad_publicada,pequenas_empresas,8.859624
2019-01-31,deudores,total,4299873.000000
2019-01-31,mora_120d,total,2.340964
2019-01-31,mora_30d,total,3.614570
2019-01-31,mora_60d,total,3.022470
2019-01-31,mora_90d,total,2.615697
2019-01-31,morosidad_contable,total,3.040000
2019-01-31,morosidad_publicada,total,3.039507
2019-02-28,deudores,consumo,3395701.000000
2019-02-28,morosidad_publicada,consumo,2.926492
2019-02-28,deudores,corporativo,768.000000
2019-02-28,morosidad_publicada,corporativo,0.041468
2019-02-28,deudores,grandes_empresas,3118.000000
2019-02-28,morosidad_publicada,grandes_empresas,1.334788
2019-02-28,deudores,hipotecario,225252.000000
2019-02-28,morosidad_publicada,hipotecario,2.946617
2019-02-28,deudores,medianas_empresas,31939.000000
2019-02-28,morosidad_publicada,medianas_empresas,7.867207
2019-02-28,deudores,microempresas,672347.000000
2019-02-28,morosidad_publicada,microempresas,3.547573
2019-02-28,deudores,pequenas_empresas,253245.000000
2019-02-28,morosidad_publicada,pequenas_empresas,8.738946
2019-02-28,deudores,total,4306468.000000
2019-02-28,mora_120d,total,2.311676
2019-02-28,mora_30d,total,3.688081
2019-02-28,mora_60d,total,3.009150
2019-02-28,mora_90d,total,2.579107
2019-02-28,morosidad_contable,total,3.050000
2019-02-28,morosidad_publicada,total,3.047362
2019-03-31,deudores,consumo,3288544.000000
2019-03-31,morosidad_publicada,consumo,2.849676
2019-03-31,deudores,corporativo,764.000000
2019-03-31,morosidad_publicada,corporativo,0.034262
2019-03-31,deudores,grandes_empresas,3127.000000
2019-03-31,morosidad_publicada,grandes_empresas,1.376441
2019-03-31,deudores,hipotecario,226435.000000
2019-03-31,morosidad_publicada,hipotecario,2.928889
2019-03-31,deudores,medianas_empresas,32174.000000
2019-03-31,morosidad_publicada,medianas_empresas,7.761576
2019-03-31,deudores,microempresas,676304.000000
2019-03-31,morosidad_publicada,microempresas,3.570677
2019-03-31,deudores,pequenas_empresas,253699.000000
2019-03-31,morosidad_publicada,pequenas_empresas,8.626665
2019-03-31,deudores,total,4210454.000000
2019-03-31,mora_120d,total,2.238910
2019-03-31,mora_30d,total,3.608160
2019-03-31,mora_60d,total,2.952391
2019-03-31,mora_90d,total,2.514441
2019-03-31,morosidad_contable,total,2.990000
2019-03-31,morosidad_publicada,total,2.991748
2019-04-30,deudores,consumo,3318995.000000
2019-04-30,morosidad_publicada,consumo,2.907831
2019-04-30,deudores,corporativo,748.000000
2019-04-30,morosidad_publicada,corporativo,0.029671
2019-04-30,deudores,grandes_empresas,3105.000000
2019-04-30,morosidad_publicada,grandes_empresas,1.400670
2019-04-30,deudores,hipotecario,227055.000000
2019-04-30,morosidad_publicada,hipotecario,2.966643
2019-04-30,deudores,medianas_empresas,32433.000000
2019-04-30,morosidad_publicada,medianas_empresas,7.808777
2019-04-30,deudores,microempresas,679044.000000
2019-04-30,morosidad_publicada,microempresas,3.635899
2019-04-30,deudores,pequenas_empresas,255094.000000
2019-04-30,morosidad_publicada,pequenas_empresas,8.836499
2019-04-30,deudores,total,4242713.000000
2019-04-30,mora_120d,total,2.265801
2019-04-30,mora_30d,total,3.713667
2019-04-30,mora_60d,total,3.072836
2019-04-30,mora_90d,total,2.562500
2019-04-30,morosidad_contable,total,3.050000
2019-04-30,morosidad_publicada,total,3.050397
2019-05-31,deudores,consumo,3371623.000000
2019-05-31,morosidad_publicada,consumo,3.047273
2019-05-31,deudores,corporativo,743.000000
2019-05-31,morosidad_publicada,corporativo,0.027383
2019-05-31,deudores,grandes_empresas,3106.000000
2019-05-31,morosidad_publicada,grandes_empresas,1.429020
2019-05-31,deudores,hipotecario,228024.000000
2019-05-31,morosidad_publicada,hipotecario,3.049929
2019-05-31,deudores,medianas_empresas,32648.000000
2019-05-31,morosidad_publicada,medianas_empresas,8.026891
2019-05-31,deudores,microempresas,683636.000000
2019-05-31,morosidad_publicada,microempresas,3.551632
2019-05-31,deudores,pequenas_empresas,256930.000000
2019-05-31,morosidad_publicada,pequenas_empresas,8.808071
2019-05-31,deudores,total,4298940.000000
2019-05-31,mora_120d,total,2.311188
2019-05-31,mora_30d,total,3.754244
2019-05-31,mora_60d,total,3.062106
2019-05-31,mora_90d,total,2.645170
2019-05-31,morosidad_contable,total,3.110000
2019-05-31,morosidad_publicada,total,3.106912
2019-06-30,deudores,consumo,3426874.000000
2019-06-30,morosidad_publicada,consumo,2.938450
2019-06-30,deudores,corporativo,773.000000
2019-06-30,morosidad_publicada,corporativo,0.027362
2019-06-30,deudores,grandes_empresas,3122.000000
2019-06-30,morosidad_publicada,grandes_empresas,1.436360
2019-06-30,deudores,hipotecario,229010.000000
2019-06-30,morosidad_publicada,hipotecario,2.965886
2019-06-30,deudores,medianas_empresas,32728.000000
2019-06-30,morosidad_publicada,medianas_empresas,8.132115
2019-06-30,deudores,microempresas,685634.000000
2019-06-30,morosidad_publicada,microempresas,3.660202
2019-06-30,deudores,pequenas_empresas,257940.000000
2019-06-30,morosidad_publicada,pequenas_empresas,8.809532
2019-06-30,deudores,total,4354390.000000
2019-06-30,mora_120d,total,2.334193
2019-06-30,mora_30d,total,3.691455
2019-06-30,mora_60d,total,3.043064
2019-06-30,mora_90d,total,2.620882
2019-06-30,morosidad_contable,total,3.080000
2019-06-30,morosidad_publicada,total,3.083588
2019-07-31,deudores,consumo,3451876.000000
2019-07-31,morosidad_publicada,consumo,2.996716
2019-07-31,deudores,corporativo,754.000000
2019-07-31,morosidad_publicada,corporativo,0.079554
2019-07-31,deudores,grandes_empresas,3147.000000
2019-07-31,morosidad_publicada,grandes_empresas,1.423433
2019-07-31,deudores,hipotecario,229450.000000
2019-07-31,morosidad_publicada,hipotecario,2.978043
2019-07-31,deudores,medianas_empresas,32675.000000
2019-07-31,morosidad_publicada,medianas_empresas,8.427606
2019-07-31,deudores,microempresas,683400.000000
2019-07-31,morosidad_publicada,microempresas,3.631433
2019-07-31,deudores,pequenas_empresas,258168.000000
2019-07-31,morosidad_publicada,pequenas_empresas,8.617274
2019-07-31,deudores,total,4374942.000000
2019-07-31,mora_120d,total,2.341559
2019-07-31,mora_30d,total,3.713957
2019-07-31,mora_60d,total,3.082535
2019-07-31,mora_90d,total,2.632429
2019-07-31,morosidad_contable,total,3.130000
2019-07-31,morosidad_publicada,total,3.125132
2019-08-31,deudores,consumo,3512202.000000
2019-08-31,morosidad_publicada,consumo,3.035621
2019-08-31,deudores,corporativo,755.000000
2019-08-31,morosidad_publicada,corporativo,0.027042
2019-08-31,deudores,grandes_empresas,3103.000000
2019-08-31,morosidad_publicada,grandes_empresas,1.332068
2019-08-31,deudores,hipotecario,230267.000000
2019-08-31,morosidad_publicada,hipotecario,3.000869
2019-08-31,deudores,medianas_empresas,32760.000000
2019-08-31,morosidad_publicada,medianas_empresas,8.625954
2019-08-31,deudores,microempresas,685088.000000
2019-08-31,morosidad_publicada,microempresas,3.569389
2019-08-31,deudores,pequenas_empresas,259240.000000
