fecha,entidad_id,tipo_credito,atrasados,refinanciados_reestructurados,vigentes,directos
2015-04-30,FALABELLA,grandes_empresas,0.000000,0.000000,4.349000,4.349000
2015-04-30,FALABELLA,hipotecario,330.223000,47.446000,9281.234000,9658.903000
2015-04-30,FALABELLA,medianas_empresas,0.000000,0.000000,1.384000,1.384000
2015-04-30,GNB,consumo,15625.998550,9609.595470,834998.378140,860233.972160
2015-04-30,GNB,corporativo,0.000000,0.000000,387089.282000,387089.282000
2015-04-30,GNB,grandes_empresas,5294.553000,3401.012000,451978.727000,460674.292000
2015-04-30,GNB,hipotecario,10234.093000,3183.483000,982428.284000,995845.860000
2015-04-30,GNB,medianas_empresas,40659.006000,9016.624000,550014.720000,599690.350000
2015-04-30,GNB,microempresas,0.000000,0.000000,826.174000,826.174000
2015-04-30,GNB,pequenas_empresas,250.364000,24.299000,20410.921000,20685.584000
2015-04-30,ICBC,corporativo,0.000000,0.000000,64347.400000,64347.400000
2015-04-30,ICBC,grandes_empresas,0.000000,0.000000,32354.100000,32354.100000
2015-04-30,INTERBANK,consumo,227849.773330,120107.391270,7248997.666090,7596954.830690
2015-04-30,INTERBANK,corporativo,16.215000,1096.811000,3228495.276000,3229608.302000
2015-04-30,INTERBANK,grandes_empresas,29224.965000,9849.664000,3240094.782000,3279169.411000
2015-04-30,INTERBANK,hipotecario,100040.613000,4087.936000,4192636.325000,4296764.874000
2015-04-30,INTERBANK,medianas_empresas,136258.268000,12072.182000,3918850.669000,4067181.119000
2015-04-30,INTERBANK,microempresas,1182.247000,339.922000,28963.038000,30485.207000
2015-04-30,INTERBANK,pequenas_empresas,31810.493000,5123.121000,475623.882000,512557.496000
2015-04-30,MIBANCO,consumo,17493.800450,3179.708050,551865.370020,572538.878520
2015-04-30,MIBANCO,hipotecario,11063.653000,0.000000,357807.128000,368870.781000
2015-04-30,MIBANCO,medianas_empresas,26024.558000,3055.868000,220467.278000,249547.704000
2015-04-30,MIBANCO,microempresas,95928.927000,10779.799000,2106115.133000,2212823.859000
2015-04-30,MIBANCO,pequenas_empresas,315586.333000,53193.499000,3632789.017000,4001568.849000
